V1,V2,n
systolic blood pressure,the presence of total occlusion,1
systolic blood pressure,the use of drugs yesno,1
systolic blood pressure,triacylglycerol,2
systolic blood pressure,triglycerides,29
systolic blood pressure,troponin,2
systolic blood pressure,tryglycerides,1
systolic blood pressure,tv viewing,1
systolic blood pressure,ultrafiltration volume,1
systolic blood pressure,uric acid,1
systolic blood pressure,urinary,1
systolic blood pressure,urinary acr,3
systolic blood pressure,urinary albumin excretion rate,8
systolic blood pressure,urinary protein log,1
systolic blood pressure,waist measurements,6
systolic blood pressure,white blood cell count,1
thiazolidinediones,ARBs,1
thiazolidinediones,antidepressants,1
thiazolidinediones,antihypertensive use,1
thiazolidinediones,blockers,1
thiazolidinediones,fibrates,1
thiazolidinediones,insulin treatment,1
thiazolidinediones,statins,1
tnfalpha,carotid intima media thickness,1
"to tal",bmi,1
"to tal",cholesterol,2
"to tal",hba1c,1
"to tal",height,1
"to tal",triglycerides,1
top three multidimensional scaling axes,clinic gamma frailty,1
top three multidimensional scaling axes,intervention arm no interaction model,1
total baseline expenditures,cardiovascular disease,1
treatment,hba1c,2
treatment,lipid profile,1
treatment intensity,bmi,1
treatment intensity,expected costs,1
treatment intensity,hba1c,1
treatment intensity,physical activity,1
treatment intensity,smoking,1
triacylglycerol,ACE inhibitors,1
triacylglycerol,RCT,1
triacylglycerol,aspirin therapy,1
triacylglycerol,blood pressure,1
triacylglycerol,bmi,1
triacylglycerol,cholesterol,1
triacylglycerol,coronary heart disease,1
triacylglycerol,creatinine,1
triacylglycerol,diastolic blood pressure,1
triacylglycerol,egfr,1
triacylglycerol,fasting plasma glucose,1
triacylglycerol,fibrinogen,1
triacylglycerol,hba1c,2
triacylglycerol,hgi,1
triacylglycerol,highdensity lipoprotein,1
triacylglycerol,homocysteine at baseline,1
triacylglycerol,insulin treatment,1
triacylglycerol,lipidlowering therapy,1
triacylglycerol,lowdensity lipoprotein,1
triacylglycerol,physical activity,1
triacylglycerol,retinopathy,2
triacylglycerol,triglycerides,1
triacylglycerol,urinary acr,1
triglycerides,ACE inhibitors,4
triglycerides,ACEI/ARB,2
triglycerides,ARBs,2
triglycerides,ApoAI,2
triglycerides,RCT,3
triglycerides,acr,1
triglycerides,acute coronary syndrome,2
triglycerides,age,2
triglycerides,albumin,9
triglycerides,albumin excretion rate,3
triglycerides,albumin to creatinine ratio,1
triglycerides,alcohol use,1
triglycerides,andor nitroglycerin,1
triglycerides,ankle-brachial index (ABI),1
triglycerides,antialdosterone,1
triglycerides,anticoagulants,1
triglycerides,antidepressants,1
triglycerides,antihyperlipidemic drugs,1
triglycerides,antihypertensive use,10
triglycerides,antiplatelet therapy,2
triglycerides,apo(a) phenotypes,1
triglycerides,apoAI/apoB ratio,2
triglycerides,apoB,2
triglycerides,aspirin therapy,3
triglycerides,atrial fibrillation,2
triglycerides,autonomic dysfunction,2
triglycerides,bapwv,1
triglycerides,beta-blocker,1
triglycerides,blockers,2
triglycerides,blood glucose,6
triglycerides,blood pressure,1
triglycerides,bmi,10
triglycerides,bnp,3
triglycerides,c-reactive protein,9
triglycerides,calcium channel blockers,1
triglycerides,cardiovascular disease,7
triglycerides,carotid artery imt,1
triglycerides,cerebrovascular disease,2
triglycerides,change of esrage endogenous secretory receptor of advanced glycated endproducts,1
triglycerides,cholesterol,40
triglycerides,chronic kidney disease,3
triglycerides,cimt,3
triglycerides,clopidogrel,1
triglycerides,combined alox12 genotypes,1
triglycerides,coronary artery disease,2
triglycerides,creatinine,10
triglycerides,depression,1
triglycerides,diabetes,1
triglycerides,diabetes duration,6
triglycerides,diabetes treatment,9
triglycerides,diabetic neuropathy,1
triglycerides,diastolic blood pressure,4
triglycerides,distal polyneuropathy,1
triglycerides,diuretic therapy,2
triglycerides,dpucmgp,1
triglycerides,ecg abnormalities,1
triglycerides,egfr,11
triglycerides,ejection fraction 40,1
triglycerides,endothelial dysfunction,1
triglycerides,fasting plasma glucose,2
triglycerides,fibrates,1
triglycerides,fibrinogen,3
triglycerides,gender,4
triglycerides,glycemic control,1
triglycerides,hba1c,12
triglycerides,heart failure,2
triglycerides,height,2
triglycerides,history of coronary disease,1
triglycerides,homair,2
triglycerides,homocysteine,3
triglycerides,hyperlipidemia,1
triglycerides,hypertension,8
triglycerides,idf metabolic syndrome,2
triglycerides,inflammatory markers,1
triglycerides,insulin (measurment),4
triglycerides,insulin treatment,4
triglycerides,intensive treatment,1
triglycerides,left ventricular ejection fraction,1
triglycerides,left ventricular hypertrophy,1
triglycerides,"leisure time physical activity",1
triglycerides,lipidlowering therapy,6
triglycerides,log101  acr,1
triglycerides,macroalbuminuria,1
triglycerides,macrovascular complications,1
triglycerides,metformin,3
triglycerides,microalbuminuria,2
triglycerides,microvascular disease,1
triglycerides,monocyte chemoattractant protin1 m,1
triglycerides,multivessel coronary disease,1
triglycerides,myocardial infarction,3
triglycerides,nephropathy,1
triglycerides,neuropathy,2
triglycerides,nitrates,1
triglycerides,nterminal probrain natriuretic peptide,1
triglycerides,peripheral arterial occlusive disease,1
triglycerides,peripheral artery disease,3
triglycerides,peripheral neuropathy,1
triglycerides,peripheral vascular disease,1
triglycerides,physical activity,1
triglycerides,pioglitazone treatment,1
triglycerides,prior coronary artery bypass,1
triglycerides,proteinuria,1
triglycerides,pulse pressure,1
triglycerides,reactive hyperemia index,1
triglycerides,renal impairment,1
triglycerides,renal insufficiency,1
triglycerides,renin-angiotensin system inhibitors,3
triglycerides,retinopathy,4
triglycerides,sensory neuropathy,1
triglycerides,sensory neuropathy presentabsent,1
triglycerides,smoking,14
triglycerides,sociodemographics,1
triglycerides,statins,6
triglycerides,stent,1
triglycerides,stroke,4
triglycerides,sulfonylurea,2
triglycerides,systolic blood pressure,7
triglycerides,the use of drugs yesno,1
triglycerides,therapy for hypercoagulation,1
triglycerides,thiazolidinediones,1
triglycerides,troponin,1
triglycerides,uric acid,3
triglycerides,urinary acr,1
triglycerides,urinary albumin excretion rate,1
triglycerides,use of blockers,1
triglycerides,waist measurements,3
triglycerides,wasting,1
triglycerides,white blood cell count,1
troponin,c-reactive protein,2
troponin,nterminal probrain natriuretic peptide,1
troponin,pro btype natriuretic peptide quartiles,1
tryglycerides,blood glucose,1
tv viewing,alcohol use,1
tv viewing,pc screen time,1
tv viewing,sleep duration,1
type of treatment,albumin excretion rate,1
type of treatment,bmi,1
type of treatment,cholesterol,1
type of treatment,diastolic blood pressure,1
type of treatment,fibrinogen,1
type of treatment,ratio between total,1
type of treatment,systolic blood pressure,1
type of treatment,triglycerides,1
type of treatment,white blood cell count,1
ultrafiltration volume,albumin,2
ultrafiltration volume,arteriovenous fistula,1
ultrafiltration volume,bnp,1
ultrafiltration volume,c-reactive protein,1
ultrafiltration volume,cholesterol,2
ultrafiltration volume,dialysis,1
ultrafiltration volume,hba1c,2
ultrafiltration volume,phosphate,1
ultrafiltration volume,triglycerides,1
uric acid,ACEI/ARB,1
uric acid,age,1
uric acid,bmi,2
uric acid,cardiovascular disease,1
uric acid,carotid intima media thickness,1
uric acid,cholesterol,2
uric acid,creatinine,2
uric acid,diastolic blood pressure,1
uric acid,egfr,1
uric acid,hba1c,2
uric acid,left ventricular ejection fraction,1
uric acid,lipidlowering therapy,1
uric acid,mpv mean platelet volume,1
uric acid,syntax score,1
uric acid,systolic blood pressure,1
uric acid,tnfalpha,1
uric acid,triglycerides,1
uric acid,urinary acr,1
urinary acr,blood glucose,1
urinary acr,bmi,1
urinary acr,cholesterol,2
urinary acr,diastolic blood pressure,1
urinary acr,fibrates,1
urinary acr,gliclazide,1
urinary acr,hba1c,2
urinary acr,neuropathy,1
urinary acr,renin-angiotensin system inhibitors,1
urinary acr,retinopathy,2
urinary acr,rosiglitazone during followup,1
urinary acr,smoking,1
urinary acr,statins,2
urinary acr,systolic blood pressure,1
urinary acr,triglycerides,1
urinary acr,years of enrolment,1
urinary albumin excretion rate,ACEI/ARB,1
urinary albumin excretion rate,RCT,1
urinary albumin excretion rate,antiplatelet therapy,1
urinary albumin excretion rate,bmi,1
urinary albumin excretion rate,bnp,3
urinary albumin excretion rate,c-reactive protein,1
urinary albumin excretion rate,cholesterol,2
urinary albumin excretion rate,coronary artery calcium score,2
urinary albumin excretion rate,creatinine,1
urinary albumin excretion rate,diabetes duration,1
urinary albumin excretion rate,egfr,3
urinary albumin excretion rate,fasting cpeptide,1
urinary albumin excretion rate,hba1c,2
urinary albumin excretion rate,hypertension,1
urinary albumin excretion rate,ischemic heart disease,1
urinary albumin excretion rate,lipidlowering therapy,1
urinary albumin excretion rate,smoking,1
urinary albumin excretion rate,study treatment,1
urinary albumin excretion rate,triglycerides,1
urinary albumin excretion rate,uric acid,1
urinary protein log,diabetes duration,1
urinary protein log,hba1c,1
use of blockers,calcium channel blockers,1
use of blockers,systolic blood pressure,1
use of sulfonamides,ACE inhibitors,1
use of sulfonamides,ARBs,1
use of sulfonamides,antiplatelet therapy,1
use of sulfonamides,hypertension,1
use of sulfonamides,insulin treatment,1
use of sulfonamides,statins,1
vessel size,diabetes duration,1
vessel size,hba1c,1
vessel size,hemodynamic measures,1
vessel size,minimum lumen diameter,1
vessel size,stent,1
vitamin b12,cholesterol,1
vitamin b12,diabetes duration,1
vitamin b12,folate,1
vitamin b12,hba1c,1
vitamin b12,hypertension,1
vitamin b12,smoking,1
waist measurements,ACE inhibitors,1
waist measurements,ApoAI,2
waist measurements,RCT,1
waist measurements,Serum 25-hydroxyvitamin D,1
waist measurements,albumin to creatinine ratio,1
waist measurements,antihypertensive use,4
waist measurements,antiplatelet therapy,1
waist measurements,apoAI/apoB ratio,2
waist measurements,apoB,2
waist measurements,blood glucose,3
waist measurements,c-reactive protein,2
waist measurements,cardiovascular disease,2
waist measurements,carotid plaque,1
waist measurements,cholesterol,21
waist measurements,chronic kidney disease,1
waist measurements,coronary artery calcium score,1
waist measurements,coronary heart disease,1
waist measurements,creatinine,4
waist measurements,diabetes,1
waist measurements,diabetes treatment,4
waist measurements,diastolic blood pressure,2
waist measurements,egfr,4
waist measurements,fibrinogen,2
waist measurements,fpi,1
waist measurements,glycemic control,1
waist measurements,hba1c,7
waist measurements,heart rate,2
waist measurements,high density lipoprotein level,1
waist measurements,homair,2
waist measurements,homocysteine,2
waist measurements,hypertension,2
waist measurements,idf metabolic syndrome,2
waist measurements,inflammatory markers,1
waist measurements,insulin (measurment),3
waist measurements,insulin treatment,1
waist measurements,lipid profile,1
waist measurements,lipidlowering therapy,3
waist measurements,log101  acr,1
waist measurements,microalbuminuria,1
waist measurements,peripheral artery disease,1
waist measurements,physical activity,1
waist measurements,proteinuria,1
waist measurements,reactive hyperemia index,1
waist measurements,renin-angiotensin system inhibitors,1
waist measurements,retinopathy,1
waist measurements,sensory neuropathy,1
waist measurements,smoking,6
waist measurements,statins,1
waist measurements,stroke,2
waist measurements,systolic blood pressure,8
waist measurements,triglycerides,7
waist measurements,urinary acr,1
wasting,albumin,1
wasting,creatinine,1
wasting,diabetes treatment,1
weight,albumin to creatinine ratio,1
weight,antihypertensive use,1
weight,average of 3 daily 2hour bg levels after meals,1
weight,bmi,1
weight,diastolic blood pressure,1
weight,egfr,1
weight,glycemic control,2
weight,hba1c,1
weight,heart rate,1
weight,height,1
weight,lipidlowering therapy,1
weight,physical activity,1
weight,smoking,2
weight,systolic blood pressure,3
white blood cell count,alcohol use,1
white blood cell count,alternative healthy eating index ahei diet quality score quintiles,1
white blood cell count,ankle-brachial index (ABI),1
white blood cell count,bmi,2
white blood cell count,c-reactive protein,1
white blood cell count,cholesterol,2
white blood cell count,creatinine,1
white blood cell count,diabetes,1
white blood cell count,diabetes duration,2
white blood cell count,diastolic blood pressure,1
white blood cell count,ecg abnormalities,3
white blood cell count,egfr,2
white blood cell count,gastrointestinal bleeding in past 5 years,1
white blood cell count,hba1c,2
white blood cell count,heart failure,1
white blood cell count,hyperlipidemia,1
white blood cell count,hypertension,2
white blood cell count,hyperuricemia-gout,1
white blood cell count,lung disease,1
white blood cell count,myocardial infarction,1
white blood cell count,physical activity,1
white blood cell count,pro btype natriuretic peptide quartiles,1
white blood cell count,pulse pressure,1
white blood cell count,significant proximal lad disease,1
white blood cell count,smoking,3
white blood cell count,systolic blood pressure,3
white blood cell count,the presence of total occlusion,1
white blood cell count,troponin,1
year fixed effects,sociodemographics,1
year of followup start,alcohol use,1
year of followup start,antihypertensive use,1
year of followup start,antiplatelet therapy,1
year of followup start,blood glucose,1
year of followup start,bmi,1
year of followup start,cholesterol,1
year of followup start,macrovascular complications,1
year of followup start,microvascular disease,1
year of followup start,psychiatric medications,1
year of followup start,statins,1
young severity index,blood pressure,1
young severity index,bmi,1
young severity index,cholesterol,1
young severity index,creatinine,1
young severity index,microalbuminuria,1
young severity index,provider quality controls,1
young severity index,sociodemographics,1
young severity index,sulfonylurea,1
young severity index,year fixed effects,1
